	feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
3035	2252	24	Polyketides	0.5	Aromatic polyketides	0.5	Catechols with side chains	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27124327	WXZPKABXYFJVLD-WAYWQWQTSA-N	InChI=1S/C21H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19-17-15-18-20(22)21(19)23/h5-6,15,17-18,22-23H,2-4,7-14,16H2,1H3/b6-5-	CCCC/C=C\CCCCCCCCCc1cccc(O)c1O	C21H34O2	pos_1_minus1proton1iron	318.255880328	3-(Pentadec-10-enyl)catechol	WXZPKABXYFJVLD	Polyketides	Aromatic polyketides	Catechols with side chains	http://www.wikidata.org/entity/Q2713347	Lithraea caustica	6123953.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Lithrea']	['Lithraea caustica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
3051	2245	-1							25.0	0.32167545	ISDB	http://www.wikidata.org/entity/Q104251613	WIUIFZOZLGOOCK-LVDYHYKISA-N	InChI=1S/C30H44O3/c1-19(9-8-10-20(2)26(32)33)21-13-17-30(7)23-11-12-24-27(3,4)25(31)15-16-28(24,5)22(23)14-18-29(21,30)6/h10-11,15-16,19,21-22,24H,8-9,12-14,17-18H2,1-7H3,(H,32,33)/b20-10+/t19-,21-,22-,24+,28-,29-,30+/m1/s1	C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)C=C[C@]4(C)[C@@H]3CC[C@]12C)C(=O)O	C30H44O3		452.329045268	Pistacigerrimone A	WIUIFZOZLGOOCK	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids	http://www.wikidata.org/entity/Q7198453	Pistacia integerrima	131843.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Pistacia']	['Pistacia integerrima']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	0	7.286701679229736	1
3052	2244	232	Terpenoids	0.4	Diterpenoids	0.4	Monoacylglycerols	0.2	1.0	0.2782705	ISDB	http://www.wikidata.org/entity/Q104972822	CZIGQAYCWFINIV-DKRVTZMZSA-N	InChI=1S/C23H42O5/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19-16-22(26)17-20(24)21(25)18-23(22,27)28-19/h7-8,19-21,24-27H,2-6,9-18H2,1H3/b8-7-/t19-,20-,21+,22+,23+/m0/s1	CCCCCC/C=C\CCCCCCC[C@H]1C[C@@]2(O)C[C@H](O)[C@H](O)C[C@@]2(O)O1	C23H42O5		398.303224444	(2S,3aS,5S,6R,7aR)-2-[(Z)-pentadec-8-enyl]-2,3,4,5,6,7-hexahydro-1-benzofuran-3a,5,6,7a-tetrol	CZIGQAYCWFINIV				http://www.wikidata.org/entity/Q7684678	Tapirira guianensis	1016434.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Tapirira']	['Tapirira guianensis']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	0	7.113081932067871	1
3053	2242	18	Shikimates and Phenylpropanoids	0.7692307692307693	Flavonoids	0.7384615384615385	Proanthocyanins	0.5846153846153846	1.0	0.46635497	ISDB	http://www.wikidata.org/entity/Q105160686	MBDYBIJCLWLWDU-WXMJOIKDSA-N	InChI=1S/C30H26O9/c31-16-5-1-14(2-6-16)28-23(36)12-20-21(34)13-22(35)26(30(20)39-28)25-19-10-9-18(33)11-24(19)38-29(27(25)37)15-3-7-17(32)8-4-15/h1-11,13,23,25,27-29,31-37H,12H2/t23-,25-,27-,28+,29+/m0/s1	Oc1ccc([C@H]2Oc3cc(O)ccc3[C@@H](c3c(O)cc(O)c4c3O[C@H](c3ccc(O)cc3)[C@@H](O)C4)[C@@H]2O)cc1	C30H26O9		530.157682412	Calodenine C	MBDYBIJCLWLWDU	Shikimates and Phenylpropanoids	Flavonoids	Proanthocyanins	http://www.wikidata.org/entity/Q145495	Cassia abbreviata	499473.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Unknown']	['Cassia']	['Cassia abbreviata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	7.365419864654541	1
3056	2241	-1							1.0	0.840781	ISDB									LAHMBFIHQDUGCJ							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	3.363123893737793	1
3058	2239	30	Terpenoids	0.9090909090909091	Triterpenoids	0.7272727272727273	Cycloartane triterpenoids	0.5	3.0	0.37254766	ISDB	http://www.wikidata.org/entity/Q27138457	WISSQECJGFKWLU-OWVCEBFMSA-N	InChI=1S/C31H48O2/c1-20(2)18-22(33-9)19-21(3)23-12-16-31(8)25-10-11-26-28(4,5)27(32)14-15-29(26,6)24(25)13-17-30(23,31)7/h10,13,18,21-23,26H,11-12,14-17,19H2,1-9H3/t21-,22+,23-,26-,29+,30-,31+/m0/s1	CO[C@H](C=C(C)C)C[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@@]12C	C31H48O2		452.365430776	Cornusalterin I	WISSQECJGFKWLU	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids	http://www.wikidata.org/entity/Q12594861	Cornus walteri	505082.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Cornales']	['Cornaceae']	['Unknown']	['Cornus']	['Cornus walteri']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	2	6.490190505981445	1
3059	2238	33	Shikimates and Phenylpropanoids	0.4230769230769231	Flavonoids	0.4230769230769231	Flavonols	0.38461538461538464	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q393336	IYRMWMYZSQPJKC-UHFFFAOYSA-N	InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H	O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	C15H10O6	pos_1_1proton	286.04773804	Kaempferol	IYRMWMYZSQPJKC	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q34007	Anacardium occidentale	999426.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Anacardium']	['Anacardium occidentale']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']		['Anacardium']	['Anacardium occidentale']	8	3	9.5	1
3061	2235	434	Fatty acids	0.5	Fatty Acids and Conjugates	0.375	Sphingoid bases	0.5	1.0	0.63732255	ISDB	http://www.wikidata.org/entity/Q27109294	CQKNELOTFUSOTP-HMTIOLNVSA-N	InChI=1S/C18H37NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(21)18(22)16(19)15-20/h10-11,16-18,20-22H,2-9,12-15,19H2,1H3/b11-10+/t16-,17+,18-/m0/s1	CCCCCCCCC/C=C/CCC[C@@H](O)[C@@H](O)[C@@H](N)CO	C18H37NO3		315.277344044	Dehydrophytosphingosine	CQKNELOTFUSOTP	Fatty acids	Sphingolipids	Sphingoid bases	http://www.wikidata.org/entity/Q237465	Averrhoa bilimbi	829006.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Oxalidales']	['Oxalidaceae']	['Unknown']	['Averrhoa']	['Averrhoa bilimbi']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	8.049290180206299	1
3063	2234	167	Shikimates and Phenylpropanoids	0.7142857142857143	Flavonoids	0.7142857142857143	Proanthocyanins	0.42857142857142855	2.0	0.3674283	ISDB	http://www.wikidata.org/entity/Q76010410	KTLUHRSHFRODPS-RIQPQZJCSA-N	InChI=1S/C44H34O20/c45-19-11-26(51)34-32(12-19)61-40(16-2-4-22(47)25(50)6-16)42(64-44(60)18-9-30(55)38(58)31(56)10-18)36(34)35-27(52)14-23(48)20-13-33(62-43(59)17-7-28(53)37(57)29(54)8-17)39(63-41(20)35)15-1-3-21(46)24(49)5-15/h1-12,14,33,36,39-40,42,45-58H,13H2/t33-,36-,39-,40-,42-/m1/s1	O=C(O[C@@H]1[C@@H](c2c(O)cc(O)c3c2O[C@H](c2ccc(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)C3)c2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1	C44H34O20		882.1643434880002	3,3'-Digalloylprocyanidin B2	KTLUHRSHFRODPS	Shikimates and Phenylpropanoids	Flavonoids	Flavan-3-ols	http://www.wikidata.org/entity/Q11109350	Rhodiola semenovii	668902.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Saxifragales']	['Crassulaceae']	['Unknown']	['Rhodiola']	['Rhodiola semenovii']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	2	6.46971321105957	1
3070	2230	51	Polyketides	0.3709677419354839	Phloroglucinols	0.3387096774193548	Acyl phloroglucinols	0.3387096774193548	1.0	0.3190158	ISDB	http://www.wikidata.org/entity/Q72484861	BZYKNVLTMWYEFA-ZJKJAXBQSA-N	InChI=1S/C19H20O10/c20-6-11-15(25)17(27)18(28)19(29-11)13-10(23)5-9(22)12(16(13)26)14(24)7-1-3-8(21)4-2-7/h1-5,11,15,17-23,25-28H,6H2/t11-,15-,17+,18-,19+/m1/s1	O=C(c1ccc(O)cc1)c1c(O)cc(O)c([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1O	C19H20O10		408.10564683999985	Iriflophenone 3-C-glucoside	BZYKNVLTMWYEFA	Polyketides	Phloroglucinols	Acyl phloroglucinols	http://www.wikidata.org/entity/Q716542	Aquilaria sinensis	215671.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malvales']	['Thymelaeaceae']	['Unknown']	['Aquilaria']	['Aquilaria sinensis']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	6.776062965393066	1
3071	2229	64	Shikimates and Phenylpropanoids	0.85	Flavonoids	0.5	Plant xanthones	0.35	1.0	0.30387646	ISDB	http://www.wikidata.org/entity/Q105161018	MBXGPCYEZGQNPY-UHFFFAOYSA-N	InChI=1S/C19H16O10/c1-26-13-7-10(18(22)23)3-4-12(13)29-17-14(27-2)8-11(19(24)25)9-15(17)28-6-5-16(20)21/h3-9H,1-2H3,(H,20,21)(H,22,23)(H,24,25)	COc1cc(C(=O)O)ccc1Oc1c(OC)cc(C(=O)O)cc1OC=CC(=O)O	C19H16O10		404.07434671199997	3-(2-Carboxyethenoxy)-4-(4-carboxy-2-methoxyphenoxy)-5-methoxybenzoic acid	MBXGPCYEZGQNPY	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q181318	Elaeagnus pungens	239727.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Elaeagnaceae']	['Unknown']	['Elaeagnus']	['Elaeagnus pungens']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	1	5.715505599975586	1
3072	2228	51	Polyketides	0.3709677419354839	Phloroglucinols	0.3387096774193548	Acyl phloroglucinols	0.3387096774193548	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105217382	QAGIFLJVFGOXJD-SKVBVRNUSA-N	InChI=1S/C27H26O12/c1-37-17-10-16(31)19(21(32)12-2-6-14(29)7-3-12)23(34)20(17)25-26(24(35)22(33)18(11-28)38-25)39-27(36)13-4-8-15(30)9-5-13/h2-10,18,22,24-26,28-31,33-35H,11H2,1H3/t18?,22-,24?,25+,26+/m1/s1	COc1cc(O)c(C(=O)c2ccc(O)cc2)c(O)c1[C@@H]1OC(CO)[C@@H](O)C(O)[C@@H]1OC(=O)c1ccc(O)cc1	C27H26O12	pos_1_1proton1ethylamine	542.142426272	[(2S,3S,5S)-2-[2,4-dihydroxy-3-(4-hydroxybenzoyl)-6-methoxyphenyl]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl] 4-hydroxybenzoate	QAGIFLJVFGOXJD	Polyketides	Phloroglucinols	Acyl phloroglucinols	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']		['Mangifera']	['Mangifera indica']	8	3	9.5	1
3073	2227	-1							8.0	0.400903	ISDB	http://www.wikidata.org/entity/Q105161270	MCKIHNVIQAIZNI-PHDIDXHHSA-N	InChI=1S/C8H14O3/c1-5(9)6-4-7(10)11-8(6,2)3/h5-6,9H,4H2,1-3H3/t5-,6-/m1/s1	C[C@@H](O)[C@H]1CC(=O)OC1(C)C	C8H14O3		158.094294308	(4R)-4-[(1R)-1-hydroxyethyl]-5,5-dimethyloxolan-2-one	MCKIHNVIQAIZNI				http://www.wikidata.org/entity/Q419998	Xylocarpus granatum	268265.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Meliaceae']	['Unknown']	['Xylocarpus']	['Xylocarpus granatum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']					5	0	6.603611946105957	1
3074	2224	135	Terpenoids	0.8333333333333334	Aromatic polyketides	0.5	Catechols with side chains	0.5	1.0	0.788254	ISDB	http://www.wikidata.org/entity/Q27261142	ORQFDHFZSMXRLM-IYBDPMFKSA-N	InChI=1S/C22H30O4/c1-15(11-17-7-9-19(23-3)21(13-17)25-5)16(2)12-18-8-10-20(24-4)22(14-18)26-6/h7-10,13-16H,11-12H2,1-6H3/t15-,16+	COc1ccc(C[C@@H](C)[C@@H](C)Cc2ccc(OC)c(OC)c2)cc1OC	C22H30O4		358.21440943999994	Terameprocol	ORQFDHFZSMXRLM	Shikimates and Phenylpropanoids	Lignans	Dibenzylbutane lignans	http://www.wikidata.org/entity/Q10916972	Schisandra propinqua	1059404.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Austrobaileyales']	['Schisandraceae']	['Unknown']	['Schisandra']	['Schisandra propinqua']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	7.153016090393066	1
3078	2223	112	Polyketides	0.125	Phenolic acids (C6-C1)	0.125	Simple phenolic acids	0.125	1.0	0.4631361	ISDB	http://www.wikidata.org/entity/Q27108112	OOKBSCGBRWBGFL-UHFFFAOYSA-N	InChI=1S/C15H8O7/c16-10-5-3-1-2-4-6(5)11(17)8-7(10)12(18)9(15(21)22)14(20)13(8)19/h1-4,18-20H,(H,21,22)	O=C(O)c1c(O)c(O)c2c(c1O)C(=O)c1ccccc1C2=O	C15H8O7		300.02700259599993	Pseudopurpurin	OOKBSCGBRWBGFL	Polyketides	Polycyclic aromatic polyketides	Anthraquinones and anthrones	http://www.wikidata.org/entity/Q163641	Rubia tinctorum	782821.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Gentianales']	['Rubiaceae']	['Rubieae']	['Rubia']	['Rubia tinctorum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	1	6.35254430770874	1
3090	2218	99	Shikimates and Phenylpropanoids	0.3333333333333333	Phenylpropanoids (C6-C3)	0.20512820512820512	Cinnamic acids and derivatives	0.20512820512820512	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q6813065	KWILGNNWGSNMPA-UHFFFAOYSA-N	InChI=1S/C10H10O3/c1-6-5-7-3-2-4-8(11)9(7)10(12)13-6/h2-4,6,11H,5H2,1H3	CC1Cc2cccc(O)c2C(=O)O1	C10H10O3	pos_1_1proton	178.06299418	Mellein	KWILGNNWGSNMPA	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	1	6.5	1
3091	2215	746	Terpenoids	0.5	Apocarotenoids	0.5	Megastigmanes	0.5	5.0	0.55918884	ISDB	http://www.wikidata.org/entity/Q67879619	OBHGOXFSRVNKBS-AATRIKPKSA-N	InChI=1S/C13H18O2/c1-9(14)5-6-11-10(2)12(15)7-8-13(11,3)4/h5-6H,7-8H2,1-4H3/b6-5+	CC(=O)/C=C/C1=C(C)C(=O)CCC1(C)C	C13H18O2		206.130679816	2,4,4-Trimethyl-3-(3-oxo-1-butenyl)cyclohex-2-en-1-one	OBHGOXFSRVNKBS	Terpenoids	Apocarotenoids	Apocarotenoids (β-)	http://www.wikidata.org/entity/Q1134633	Boronia megastigma	3942546.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Boronia']	['Boronia megastigma']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']					5	2	8.23675537109375	1
3092	2212	31	Terpenoids	0.8888888888888888	Apocarotenoids	0.7407407407407407	Apocarotenoids (β-)	0.6666666666666666	12.0	0.6177751	ISDB	http://www.wikidata.org/entity/Q115949661	LGNGQZVFJGUASS-AAXQSMANSA-N	InChI=1S/C13H20O/c1-10-6-5-7-12(13(10,3)4)9-8-11(2)14/h7-10H,5-6H2,1-4H3/b9-8+/t10-/m1/s1	CC(=O)/C=C/C1=CCC[C@@H](C)C1(C)C	C13H20O		192.15141526	(E)-4-[(5R)-5,6,6-trimethylcyclohexen-1-yl]but-3-en-2-one	LGNGQZVFJGUASS	Terpenoids	Apocarotenoids	Apocarotenoids (β-)	http://www.wikidata.org/entity/Q208032	Arctostaphylos uva-ursi	100960.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ericales']	['Ericaceae']	['Unknown']	['Arctostaphylos']	['Arctostaphylos uva-ursi']											0	3	3.971100330352783	1
3093	2210	-1							5.0	0.37100518	ISDB	http://www.wikidata.org/entity/Q105246393	RVYUTDKHUFWTFC-RFYAXJIXSA-N	InChI=1S/C18H31NO/c1-4-5-6-7-8-9-10-11-12-13-14-15-18(20)19-16-17(2)3/h8-9,12-15,17H,4-7,10-11,16H2,1-3H3,(H,19,20)/b9-8-,13-12+,15-14+	CCCCC/C=C\CC/C=C/C=C/C(=O)NCC(C)C	C18H31NO		277.240564612	(2E,4E,8Z)-N-(2-methylpropyl)tetradeca-2,4,8-trienamide	RVYUTDKHUFWTFC	Fatty acids	Fatty amides	N-acyl amines	http://www.wikidata.org/entity/Q15396617	Zanthoxylum petiolare	5747734.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Zanthoxylum']	['Zanthoxylum petiolare']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']					5	0	6.484020709991455	1
3094	2209	463	Polyketides	0.3333333333333333	Flavonoids	0.3333333333333333	Disaccharides	0.3333333333333333	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104972894	CZMRCDWAGMRECN-GDQSFJPYSA-N	InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5+,6+,7-,8-,9+,10+,11+,12-/m0/s1	OC[C@@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	C12H22O11	pos_1_1sodium	342.116211524	Ido(b1-2b)D-Sorf	CZMRCDWAGMRECN	Carbohydrates	Saccharides	Disaccharides	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
3106	2207	256	Amino acids and Peptides	0.36363636363636365	Small peptides	0.36363636363636365	Aminoacids	0.36363636363636365	1.0	0.66884875	ISDB									FULLTSYFDLSFSF							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	2.6753950119018555	1
3107	2204	-1							1.0	0.5180685	ISDB	http://www.wikidata.org/entity/Q82561847	RTQVJTLVVBJRJG-UHFFFAOYSA-N	InChI=1S/C18H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h10-11,14-15,17-18,20-21H,2-9,12-13,16,19H2,1H3	CCCCCCCCCC=CCCC=CC(O)C(N)CO	C18H35NO2		297.26677936	2-Aminooctadeca-4,8-diene-1,3-diol	RTQVJTLVVBJRJG	Fatty acids	Sphingolipids	Sphingoid bases	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']											0	0	2.0722739696502686	1
3108	2202	51	Polyketides	0.3709677419354839	Phloroglucinols	0.3387096774193548	Acyl phloroglucinols	0.3387096774193548	2.0	0.63227713	ISDB	http://www.wikidata.org/entity/Q104942300	BPHXOCKZRLMPRN-BFEIJTHESA-N	InChI=1S/C26H24O12/c27-14-5-1-12(2-6-14)21(31)20-17(30)9-16(29)10-18(20)37-26-24(34)23(33)22(32)19(38-26)11-36-25(35)13-3-7-15(28)8-4-13/h1-10,19,22-24,26-30,32-34H,11H2/t19-,22-,23+,24-,26-/m1/s1	O=C(OC[C@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O)c1ccc(O)cc1	C26H24O12		528.126776208	6-O-(4-Hydroxybenzoyl)-1-O-[2-(4-hydroxybenzoyl)3,5-dihydroxyphenyl]-beta-D-glucopyranose	BPHXOCKZRLMPRN	Polyketides	Phloroglucinols	Acyl phloroglucinols	http://www.wikidata.org/entity/Q2679213	Planchonella obovata	236826.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ericales']	['Sapotaceae']	['Unknown']	['Planchonella']	['Planchonella obovata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	8.02910852432251	1
3109	2200	60	Shikimates and Phenylpropanoids	0.5333333333333333	Phenolic acids (C6-C1)	0.5333333333333333	Gallotannins	0.3333333333333333	1.0	0.81596136	ISDB									WGQCKYRWBUZEEG							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	3.263845443725586	1
3110	2199	-1							1.0	0.46309248	ISDB									VILWFFPGWZNTMK							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.8523699045181274	1
3111	2198	176	Fatty acids	0.7049180327868853	Diterpenoids	0.7377049180327869	Catechols with side chains	0.4262295081967213	55.0	0.0	MS1_match	http://www.wikidata.org/entity/Q82099896	FIDBXHOCOXRPRO-UHFFFAOYSA-N	InChI=1S/C9H14O/c1-2-3-4-5-6-7-8-9-10/h3-4,6-7,9H,2,5,8H2,1H3	CCC=CCC=CCC=O	C9H14O	pos_2MH	138.104465068	Nona-3,6-dienal	FIDBXHOCOXRPRO	Fatty acids	Fatty acyls	Fatty aldehydes	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']		['Mangifera']	['Mangifera indica']	8	1	8.5	1
3113	2191	211	Shikimates and Phenylpropanoids	0.7894736842105263	Flavonoids	0.7368421052631579	Flavonols	0.6842105263157895	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105351973	YPWHZCPMOQGCDQ-WNZLTNKYSA-N	InChI=1S/C21H20O11/c22-7-13-15(25)17(27)19(29)21(32-13)30-10-5-11(24)14-12(6-10)31-20(18(28)16(14)26)8-1-3-9(23)4-2-8/h1-6,13,15,17,19,21-25,27-29H,7H2/t13-,15-,17+,19-,21+/m1/s1	O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12	C21H20O11	pos_1_1proton	448.10056145999977	3,5-dihydroxy-2-(4-hydroxyphenyl)-7-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one	YPWHZCPMOQGCDQ	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q83127	Buchanania lanzan	5233189.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Buchanania']	['Buchanania lanzan']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
